number,exp,child,tax,fin,natur,edu,self
3226,235469.66,2,53208.0,2000,0.0,3.0,4.0
3228,215301.76,1,55548.0,5000,0.0,5.0,4.0
3230,295097.65,1,59369.0,5000,0.0,5.0,4.0
3232,151860.75,1,31175.0,17500,0.0,5.0,4.0
3233,173517.22,2,40210.0,12500,0.0,3.0,4.0
3234,169659.33,2,40210.0,12500,0.0,3.0,4.0
3235,82090.78,1,0.0,2500,0.0,5.0,2.0
3239,245149.62,1,34440.0,2500,0.0,4.0,3.0
3240,54370.72,1,0.0,2500,0.0,5.0,3.0
3242,115950.01,1,39900.0,7500,0.0,5.0,2.0
3247,87790.82,1,9300.0,3000,0.0,5.0,2.0
3250,212397.54,1,67800.0,600,0.0,5.0,6.0
3252,172215.6,1,50220.0,600,0.0,5.0,6.0
3253,131505.33,1,21018.0,30450,0.0,5.0,4.0
3255,143508.99,1,26244.0,19600,0.0,5.0,3.0
3258,130460.17,1,15058.0,30400,0.0,5.0,4.0
3262,54956.91,1,19000.0,12500,0.0,4.0,4.0
3266,314983.11,1,57000.0,140000,0.0,5.0,4.0
3269,205079.58,1,30450.0,2500,0.0,5.0,3.0
3272,149320.76,1,14300.0,0,0.0,5.0,4.0
3273,169587.87,1,34500.0,12500,0.0,4.0,4.0
3274,255335.65,1,28100.0,7500,0.0,4.0,3.0
3275,178032.82,2,36830.0,7500,0.0,3.0,4.0
3278,263905.89,2,56719.0,0,0.0,3.0,4.0
3279,282626.63,1,43144.0,0,0.0,4.0,4.0
3282,181576.75,1,41810.0,1100,0.0,4.0,3.0
3284,236272.35,1,58960.0,22500,0.0,5.0,4.0
3287,145304.48,1,26500.0,7500,0.0,5.0,4.0
3289,317988.15,2,57119.0,7500,0.0,3.0,3.0
3291,130457.44,2,41850.0,17500,0.0,3.0,3.0
3292,95648.06,1,0.0,17500,0.0,4.0,3.0
3301,121215.37,2,28100.0,2500,0.0,3.0,3.0
3302,138731.63,1,26900.0,2500,0.0,5.0,4.0
3303,161365.34,1,34200.0,45000,0.0,3.0,3.0
3304,427360.21,2,123000.0,68000,0.0,3.0,3.0
3305,223266.16,1,66000.0,27500,0.0,5.0,3.0
3306,179271.66,1,46550.0,22500,0.0,4.0,3.0
3307,66554.21,1,0.0,0,1872.23,5.0,3.0
3315,187700.94,1,40283.0,2500,0.0,5.0,3.0
3319,71959.57,1,1320.0,2500,0.0,4.0,3.0
3321,213943.15,1,39566.0,2500,1100.0,4.0,3.0
3325,177104.68,2,40130.0,0,0.0,3.0,2.0
3330,211805.93,1,42525.0,32500,775.84,5.0,6.0
3336,118094.75,1,33000.0,12500,0.0,5.0,3.0
3338,167954.85,2,28140.0,4000,0.0,4.0,3.0
3340,196948.32,1,52950.0,35000,0.0,4.0,4.0
3341,173642.23,1,60100.0,0,0.0,4.0,3.0
3342,111589.25,1,18700.0,0,0.0,5.0,3.0
3344,176858.03,1,34750.0,7500,0.0,5.0,4.0
3345,277240.79,1,59540.0,27500,0.0,5.0,4.0
3348,178985.55,1,30460.0,7500,0.0,4.0,3.0
3350,67356.85,1,0.0,0,0.0,4.0,2.0
3352,110716.94,1,29900.0,17500,0.0,3.0,3.0
3353,143240.14,2,28350.0,-22500,0.0,3.0,2.0
3356,207451.84,1,56730.0,12500,0.0,4.0,4.0
3360,88575.36,1,19800.0,22500,0.0,4.0,3.0
3362,130006.67,1,25020.0,12500,0.0,4.0,3.0
3363,250182.46,1,51652.0,5000,4300.0,4.0,4.0
3364,290841.97,3,39120.0,2000,0.0,3.0,4.0
3365,279071.58,3,67253.0,2000,0.0,3.0,4.0
3367,166253.69,1,57556.0,5,0.0,4.0,4.0
3370,138383.16,1,28996.0,12500,0.0,4.0,3.0
3371,212266.96,1,60920.0,22500,0.0,5.0,4.0
3374,112893.84,1,30440.0,12500,0.0,4.0,3.0
3375,82444.44,1,17621.0,7500,0.0,5.0,3.0
3376,237271.19,2,54800.0,17500,0.0,3.0,5.0
3379,93525.38,1,14140.0,30000,0.0,5.0,3.0
3381,129014.29,1,19720.0,0,0.0,4.0,3.0
3383,343361.91,1,55800.0,2500,0.0,5.0,4.0
3385,118871.52,1,15600.0,20000,0.0,4.0,3.0
3386,134721.72,2,25740.0,0,0.0,2.0,2.0
3389,92229.5,1,16770.0,7500,0.0,5.0,3.0
3391,63223.46,1,0.0,0,8411.82,5.0,2.0
3392,147219.34,1,26699.0,2500,0.0,5.0,3.0
3396,211232.94,2,11380.0,2500,0.0,3.0,3.0
3397,162711.96,1,49588.0,12500,0.0,4.0,3.0
3400,152875.49,2,25600.0,0,0.0,3.0,2.0
3405,252529.87,2,40397.0,17500,0.0,3.0,5.0
3406,225922.15,3,49036.0,17500,0.0,2.0,5.0
3407,314242.97,1,59259.0,7500,0.0,3.0,4.0
3413,112112.12,1,16020.0,12500,0.0,4.0,2.0
3414,129700.49,1,10000.0,12500,0.0,4.0,2.0
3415,74666.65,1,21840.0,1500,0.0,5.0,4.0
3416,150006.66,1,27690.0,2000,0.0,5.0,4.0
3419,137085.21,1,16633.0,20200,0.0,4.0,3.0
3421,135256.53,1,38750.0,12500,0.0,5.0,4.0
3422,139525.2,1,37000.0,0,0.0,5.0,4.0
3425,94410.75,1,30450.0,17500,0.0,5.0,3.0
3427,96610.37,1,53050.0,17500,0.0,5.0,4.0
3430,178005.54,1,25000.0,500,0.0,4.0,3.0
3432,160101.84,1,26000.0,50000,0.0,4.0,4.0
3434,148352.54,1,29109.0,3000,0.0,4.0,3.0
3435,168602.99,1,72620.0,500,0.0,5.0,5.0
3440,117233.15,1,10800.0,0,0.0,5.0,2.0
3445,138975.22,1,30800.0,12500,0.0,4.0,4.0
3447,128209.03,2,38000.0,2500,0.0,4.0,4.0
3451,214986.97,1,58390.0,-5000,0.0,4.0,4.0
3454,191953.33,1,19498.0,0,0.0,3.0,4.0
3457,239420.26,1,53750.0,1400,0.0,5.0,0.0
3458,298414.56,2,43000.0,0,0.0,3.0,4.0
3459,284651.32,1,35260.0,1000,0.0,3.0,4.0
3461,134439.35,1,528.0,2500,0.0,4.0,3.0
3463,230334.25,1,38930.0,2500,0.0,5.0,4.0
3468,253083.69,1,43589.0,7500,0.0,4.0,3.0
3469,105239.76,1,13968.0,2500,0.0,4.0,3.0
3475,209891.14,1,60240.0,45000,9000.0,4.0,3.0
3489,165387.71,2,53960.0,75000,0.0,3.0,3.0
3490,154889.51,3,21300.0,7500,0.0,2.0,3.0
3491,202929.28,1,44000.0,7500,0.0,2.0,3.0
3492,48847.55,1,0.0,7500,0.0,4.0,3.0
3493,65009.32,1,0.0,2500,0.0,5.0,2.0
3494,59878.4,1,0.0,7500,0.0,3.0,3.0
3495,162735.19,1,45170.0,12500,0.0,3.0,3.0
3500,345141.35,1,88769.0,6000,0.0,5.0,4.0
3501,114036.63,1,0.0,3000,0.0,4.0,3.0
3505,101768.91,1,0.0,0,0.0,4.0,3.0
3508,269986.15,2,41570.0,12500,0.0,3.0,4.0
3513,83555.94,1,15060.5,0,0.0,5.0,2.0
3514,90757.16,1,28621.0,0,0.0,5.0,5.0
3515,150719.29,1,24534.37,7500,0.0,5.0,4.0
3519,173555.26,1,37980.0,7500,0.0,5.0,4.0
3523,304294.23,1,39000.0,2500,0.0,5.0,4.0
3525,168912.11,1,39000.0,22500,0.0,4.0,4.0
3526,237894.71,1,58500.0,17500,0.0,5.0,4.0
3528,94332.52,1,15990.0,17500,0.0,5.0,3.0
3529,109035.88,1,17440.0,0,0.0,4.0,2.0
3530,68947.25,1,0.0,7500,0.0,4.0,3.0
3532,114745.8,2,20100.0,2500,0.0,3.0,3.0
3535,178114.14,1,27030.0,2500,0.0,4.0,3.0
3536,142544.26,1,51697.0,0,0.0,4.0,4.0
3540,209555.32,2,76017.0,187290,0.0,3.0,5.0
3544,140662.15,1,50070.0,-41500,3160.68,5.0,5.0
3547,86989.68,1,9661.0,20800,0.0,4.0,3.0
3549,128999.32,1,21721.0,24200,0.0,4.0,4.0
3557,422737.5,2,62000.0,3000,0.0,3.0,5.0
3558,242998.9,3,45000.0,50000,0.0,2.0,4.0
3561,178294.92,2,24002.0,3000,0.0,4.0,3.0
3562,117816.24,1,23829.0,3000,0.0,4.0,2.0
3566,147226.01,2,39150.0,1000,0.0,3.0,0.0
3568,85474.14,1,0.0,1500,0.0,5.0,3.0
3570,140334.24,1,0.0,600,0.0,5.0,3.0
3572,188805.18,2,8500.0,2500,0.0,4.0,3.0
3575,122279.68,1,24690.0,7500,0.0,5.0,2.0
3577,132198.38,1,44500.0,-12000,0.0,3.0,3.0
3580,128635.53,1,49380.0,10000,0.0,3.0,3.0
3581,128754.2,1,30570.0,-1000,0.0,4.0,6.0
3582,259265.88,2,48605.0,0,0.0,3.0,4.0
3584,364527.67,1,67185.0,0,0.0,5.0,6.0
3585,255324.54,1,47950.0,0,0.0,5.0,4.0
3586,243972.4,3,51943.0,0,0.0,3.0,3.0
3588,169032.02,2,38350.0,600,0.0,3.0,4.0
3589,213233.37,1,47200.0,21000,0.0,3.0,4.0
3590,154275.26,1,34450.0,1200,0.0,3.0,4.0
3591,278325.47,1,34340.0,17500,0.0,5.0,4.0
3592,341557.63,1,61080.0,17500,0.0,4.0,4.0
3594,152203.6,1,37500.0,7500,0.0,5.0,3.0
3595,284964.75,1,84300.0,7500,0.0,5.0,6.0
3600,226632.1,2,51650.0,5000,0.0,3.0,4.0
3604,58889.98,1,0.0,22500,0.0,4.0,3.0
3607,111498.13,1,41650.0,2500,0.0,4.0,6.0
3608,113698.97,1,25700.0,2500,0.0,5.0,4.0
3609,130011.61,2,39900.0,2500,0.0,3.0,5.0
3610,121641.9,1,19300.0,2500,0.0,5.0,4.0
3611,191277.19,1,41400.0,2500,0.0,4.0,3.0
3612,212993.33,2,46911.0,17500,8580.0,3.0,4.0
3615,118464.69,1,2650.0,22500,1410.0,5.0,3.0
3618,182363.78,1,37844.0,2500,0.0,4.0,3.0
3619,163534.75,1,23333.0,0,0.0,5.0,3.0
3620,231061.83,2,27300.0,0,0.0,3.0,3.0
3623,212569.78,1,44212.0,12500,1452.65,4.0,3.0
3625,383630.32,1,61184.0,-55000,0.0,3.0,3.0
3627,133030.57,1,15421.0,7500,0.0,5.0,3.0
3634,191668.59,1,43160.0,275000,0.0,5.0,6.0
3635,66869.04,1,0.0,0,0.0,5.0,2.0
3636,85091.17,1,0.0,0,0.0,4.0,2.0
3637,273019.16,1,41082.0,0,0.0,4.0,4.0
3638,63507.21,1,2498.0,2500,0.0,5.0,3.0
3641,137217.39,1,69804.0,7500,0.0,5.0,4.0
3643,114844.94,1,16073.0,7500,0.0,4.0,3.0
3644,117389.64,1,12300.0,7500,0.0,5.0,4.0
3648,157227.76,1,29700.0,2500,0.0,4.0,6.0
3650,133628.49,1,27300.0,36300,0.0,,
3652,195346.0,1,43400.0,0,0.0,5.0,3.0
3654,91714.3,1,10570.0,0,0.0,4.0,3.0
3655,124665.2,1,11310.0,2500,0.0,4.0,3.0
3662,112002.1,1,39010.0,12500,0.0,5.0,3.0
3665,272550.09,1,44476.0,3000,4000.0,5.0,4.0
3667,185729.27,1,48745.0,12500,0.0,4.0,4.0
3669,111800.86,1,30115.0,2500,0.0,5.0,4.0
3675,171307.78,2,32400.0,900,0.0,3.0,3.0
3677,141304.25,1,4200.0,0,0.0,5.0,3.0
3678,120028.01,1,704.0,2500,0.0,4.0,3.0
3684,171288.28,1,27980.0,2500,0.0,5.0,4.0
3688,78411.54,1,0.0,2500,0.0,5.0,3.0
3693,116419.78,1,39381.0,0,0.0,5.0,3.0
3694,114809.17,1,14841.0,10000,0.0,5.0,3.0
3695,105524.01,1,34800.0,2500,0.0,5.0,5.0
3703,115205.76,1,8350.0,-24000,5000.0,5.0,3.0
3706,117935.39,1,19530.0,2500,0.0,5.0,3.0
3708,138680.58,1,26940.0,2500,0.0,5.0,3.0
3754,133628.49,1,27300.0,36300,0.0,4.0,4.0
3761,405431.53,1,65730.0,17500,0.0,5.0,4.0
3762,74671.35,1,21596.93,0,0.0,5.0,3.0
3770,186517.82,1,57330.0,15000,0.0,5.0,3.0
3778,64643.09,1,13650.0,7500,0.0,4.0,3.0
3784,126884.4,1,39400.0,7500,0.0,5.0,2.0
3791,99389.67,1,13100.0,10000,0.0,5.0,3.0
3795,98521.72,1,9300.0,12500,0.0,4.0,2.0
3799,200944.7,1,41330.0,1000,0.0,5.0,4.0
3801,198385.08,1,26221.0,18400,0.0,3.0,4.0
3807,126280.67,2,16620.0,2500,0.0,3.0,2.0
3813,115907.5,1,15800.0,7500,0.0,5.0,4.0
3823,144369.49,1,40480.0,0,0.0,3.0,3.0
3832,196496.46,3,58100.0,67500,0.0,2.0,3.0
3835,83791.32,1,0.0,18000,0.0,4.0,3.0
3839,58885.59,1,0.0,17500,0.0,2.0,3.0
3875,143580.15,2,17228.0,2500,0.0,2.0,3.0
3880,192896.6,1,37910.0,7500,0.0,5.0,3.0
3884,175542.15,1,29000.0,0,0.0,5.0,2.0
3904,158669.57,1,51800.0,54000,0.0,5.0,3.0
3920,203634.93,1,26776.0,7500,1200.0,5.0,3.0
3928,229754.98,1,7800.0,1500,10715.93,4.0,3.0
3940,199285.56,1,42670.0,17500,0.0,4.0,3.0
3963,80028.51,1,15210.0,0,0.0,4.0,3.0
3964,194966.94,2,77129.68,0,0.0,3.0,5.0
3976,171044.89,2,37350.0,0,0.0,3.0,3.0
3988,339755.16,3,48010.0,12500,0.0,3.0,4.0
3997,74070.6,1,0.0,2500,0.0,5.0,3.0
4001,121270.68,1,43700.0,35000,0.0,5.0,4.0
4003,75889.73,1,0.0,5000,0.0,3.0,2.0
4011,145291.22,1,24300.0,2500,0.0,4.0,3.0
4019,121777.73,1,34440.0,2500,0.0,5.0,6.0
4042,189769.29,1,27000.0,70000,0.0,5.0,4.0
4065,117831.65,1,19900.0,35000,0.0,5.0,3.0
4068,201687.55,1,46800.0,27500,0.0,5.0,5.0
4076,140638.96,1,12570.0,2500,0.0,5.0,3.0
4080,142895.62,2,29400.0,7500,0.0,3.0,2.0
4095,161736.52,1,27100.0,45000,0.0,4.0,3.0
4117,133713.7,1,21315.0,0,0.0,5.0,3.0
4125,41901.37,1,0.0,12500,3026.08,4.0,2.0
4133,98347.26,1,19700.0,0,0.0,5.0,3.0
4149,85507.71,1,0.0,2500,0.0,4.0,2.0
4150,252729.59,1,71300.0,0,0.0,5.0,3.0
4151,244450.24,1,55400.0,67500,0.0,4.0,3.0
4153,88650.58,1,22550.0,22500,0.0,5.0,3.0
4169,194936.75,1,54340.0,0,0.0,3.0,3.0
4182,113413.72,1,47203.0,12500,0.0,4.0,3.0
4201,111469.37,1,23000.0,2500,0.0,5.0,6.0
4209,75261.68,1,0.0,45000,12810.4,4.0,3.0
4222,245341.18,2,44145.0,0,0.0,3.0,3.0
4226,68658.85,1,0.0,0,0.0,4.0,2.0
4229,157109.04,1,60989.0,12500,0.0,5.0,4.0
4230,117208.4,1,15608.0,2500,0.0,4.0,3.0
4231,62252.31,1,2888.0,2500,0.0,4.0,3.0
4240,131640.61,1,21300.0,12500,0.0,5.0,3.0
4246,176485.16,1,63025.88,0,0.0,4.0,4.0
4248,170191.35,2,42650.0,7500,0.0,3.0,3.0
4250,176162.1,2,41950.0,12500,0.0,3.0,3.0
4257,142405.05,1,30420.0,22500,0.0,5.0,3.0
4258,174760.66,1,39000.0,17500,0.0,4.0,3.0
4263,73794.81,1,22220.0,-3000,0.0,3.0,3.0
4267,186587.37,2,29415.0,2000,0.0,3.0,3.0
4268,75445.54,1,0.0,500,0.0,4.0,2.0
4273,100053.8,1,424.0,2500,0.0,4.0,3.0
4276,143447.65,1,43540.0,2500,0.0,4.0,4.0
4280,75635.4,1,0.0,2500,0.0,4.0,3.0
4286,90521.91,1,0.0,0,0.0,2.0,2.0
4287,179667.52,1,49906.0,27500,0.0,5.0,3.0
4304,199811.29,1,37139.0,7500,0.0,5.0,3.0
4305,169743.6,1,35749.0,2500,0.0,4.0,4.0
4306,107156.92,2,48700.0,27500,0.0,3.0,5.0
4307,91336.65,1,29700.0,17500,0.0,5.0,4.0
4308,89591.32,1,29800.0,27500,0.0,4.0,4.0
4309,133169.31,1,37600.0,27500,0.0,4.0,5.0
4315,206073.67,1,36575.0,0,0.0,5.0,6.0
4319,184029.63,2,42122.0,0,0.0,4.0,3.0
4327,66538.76,1,0.0,2000,0.0,5.0,3.0
4329,115750.32,1,36200.0,1000,0.0,5.0,5.0
4336,45188.64,1,0.0,0,0.0,5.0,3.0
4347,491922.73,1,127500.0,27500,0.0,5.0,2.0
4352,94667.94,1,12000.0,-42500,0.0,5.0,3.0
4359,263364.18,1,45968.0,2500,0.0,5.0,4.0
4361,283882.96,1,60733.0,2500,500.0,4.0,5.0
4364,235042.23,1,42485.0,0,0.0,4.0,3.0
4370,100731.87,1,23400.0,3000,0.0,5.0,3.0
4399,91223.88,1,29700.0,2500,0.0,5.0,2.0
4401,94090.08,1,21630.0,7500,0.0,5.0,2.0
4414,124116.95,1,21532.0,24700,0.0,5.0,3.0
4416,167748.24,1,30035.0,20500,0.0,5.0,4.0
4423,160186.58,3,45750.0,0,0.0,2.0,4.0
4427,111209.14,1,48200.0,0,0.0,5.0,4.0
4428,129358.47,1,62500.0,17500,0.0,5.0,4.0
4458,201822.81,1,30016.0,-12500,0.0,4.0,2.0
4502,146643.64,1,41440.0,1000,0.0,5.0,4.0
4509,91317.39,1,0.0,500,0.0,4.0,2.0
4518,178239.96,2,36310.0,7500,0.0,3.0,2.0
4519,140819.43,1,22080.0,7500,0.0,5.0,2.0
4541,114271.2,1,11300.0,35000,0.0,4.0,4.0
4544,581257.56,3,71000.0,13000,0.0,3.0,4.0
4552,138107.3,1,29800.0,2500,0.0,5.0,4.0
4554,105318.17,1,31000.0,12500,0.0,3.0,2.0
4592,174044.4,2,44370.0,2500,0.0,3.0,3.0
4593,79953.08,1,1068.0,2500,0.0,3.0,3.0
4619,212047.72,2,38000.0,7500,0.0,3.0,4.0
4633,252130.82,1,58800.0,27500,0.0,5.0,4.0
4651,101498.74,1,23400.0,12500,0.0,4.0,4.0
4654,180890.55,2,42900.0,12500,0.0,3.0,3.0
4659,218737.49,1,25700.0,12500,0.0,4.0,3.0
4672,225697.7,3,84450.0,600,0.0,3.0,4.0
4687,90477.36,1,38300.0,0,0.0,5.0,4.0
4688,97643.35,1,49800.0,17500,0.0,5.0,4.0
4693,108565.65,1,13000.0,40000,0.0,5.0,4.0
4701,193984.82,1,33600.0,1500,0.0,5.0,3.0
4708,179136.63,3,42170.0,0,0.0,2.0,3.0
4714,162645.48,1,54280.0,-5000,0.0,5.0,6.0
4752,215708.07,2,39323.0,0,0.0,3.0,3.0
4769,153676.31,3,25500.0,7500,0.0,2.0,3.0
4812,226848.66,1,48010.0,12500,0.0,4.0,4.0
4813,57582.94,1,0.0,0,0.0,4.0,2.0
4862,150433.61,1,29877.0,3000,0.0,4.0,3.0
4868,115099.28,1,17800.0,2500,0.0,4.0,3.0
4873,245944.79,3,59416.0,61200,0.0,2.0,5.0
4886,213943.15,1,39566.0,2500,1100.0,4.0,3.0
4901,172392.18,2,33150.0,87000,0.0,2.0,5.0
4913,210361.59,1,66708.0,5000,0.0,4.0,5.0
5008,164474.12,1,52200.0,2500,0.0,4.0,3.0
5031,197468.36,1,47150.0,7500,0.0,4.0,3.0
5037,185717.45,1,30370.0,2500,0.0,4.0,3.0
5042,161580.2,2,13400.0,2500,0.0,2.0,3.0
5173,242069.99,3,55700.0,7500,0.0,3.0,5.0
5179,317504.07,1,40002.0,59760,0.0,5.0,6.0
5201,131838.89,1,42660.0,2500,0.0,5.0,6.0
5212,106705.64,1,19890.0,2500,0.0,5.0,3.0
5310,144542.8,1,13300.0,0,0.0,5.0,3.0
5357,109399.88,1,0.0,12500,0.0,4.0,4.0
5359,154580.67,2,50010.0,5000,0.0,3.0,3.0
5431,146805.27,1,23223.0,36300,0.0,4.0,4.0
5441,308127.12,1,50000.0,200000,0.0,5.0,4.0
5459,206953.12,2,47440.0,0,0.0,3.0,4.0
5461,97169.43,1,17270.0,5000,0.0,3.0,3.0
5613,63011.56,1,0.0,0,8974.05,2.0,2.0
5655,198252.27,2,81900.0,55000,0.0,3.0,4.0
5735,136496.55,2,23460.0,2500,0.0,2.0,4.0
5760,137720.91,1,0.0,15000,0.0,4.0,6.0
5782,132578.97,2,22700.0,35000,0.0,3.0,4.0
5824,264280.62,2,53000.0,80000,0.0,3.0,5.0
5962,236280.62,1,48340.0,2500,0.0,5.0,3.0
